"csize","cdense","usize","udense","si","phys","age","ba","dbh","height","volume","mortal","dense","x","y","infected.mndnr","infected.USU"
2,3,0,0,27,5,44,20,2,21,11,0,3,73929.270173575,-92090.089097701,0,NA
4,4,1,1,32,5,107,97,8,50,182,0,1,118879.428284016,-91518.1099846819,0,NA
1,3,0,0,16,5,31,3,0,5,13,0,3,76067.257502195,-91687.0876300475,0,NA
4,2,1,2,40,5,63,108,7,47,72,1,2,74392.137047394,-91927.6872254834,1,NA
2,2,0,0,32,4,28,54,2,21,7,0,3,75496.7459168649,-91656.3925389247,0,NA
5,3,1,5,62,3,58,70,11,64,78,1,2,95874.8802447069,-91655.7857218459,0,NA
1,2,0,0,32,4,1,10,0,1,4,0,1,104556.879548414,-91761.8285037475,0,NA
4,2,2,2,35,5,67,108,6,41,80,0,3,74306.1544346993,-91721.995519598,0,NA
1,2,0,0,37,5,48,44,0,36,7,0,3,75042.1228419316,-92168.0626317058,0,NA
2,4,0,0,35,4,37,120,2,28,15,0,2,74902.8614152648,-92390.2318044491,0,NA
4,1,3,1,10,5,125,60,5,18,20,2,3,119655.053764891,-91802.7838741653,0,NA
4,2,1,5,23,5,140,95,5,40,110,1,2,119502.138644615,-91670.5685482631,1,NA
1,7,0,0,4,5,100,0,0,8,0,5,2,119541.793922581,-91806.8153115073,0,NA
4,2,3,1,43,3,49,77,8,42,59,0,1,109002.103201979,-91817.3314508973,0,NA
4,2,1,3,27,4,91,96,6,38,73,1,3,75766.1744257135,-92362.7438936513,1,NA
4,1,2,3,40,4,58,107,5,43,47,0,2,76516.338180505,-92435.0283872327,0,NA
4,1,3,1,43,5,71,54,6,44,38,0,3,77066.0704093616,-92161.4902527928,0,NA
1,4,0,0,21,4,16,53,0,4,15,0,3,77371.9167846608,-92483.8480543187,0,NA
4,1,1,3,26,4,81,57,7,35,53,1,3,77430.0653855757,-92154.9212195035,0,NA
1,1,0,0,40,4,5,18,0,1,3,0,2,74675.4653074411,-92341.8803478703,0,NA
4,2,1,1,25,4,83,62,8,31,52,0,2,106905.14851719,-92278.711500885,0,NA
4,3,1,2,60,3,74,77,8,73,95,0,2,105136.640722609,-92332.1098852633,0,NA
2,5,0,0,28,4,55,156,2,29,23,0,2,76898.8336629647,-92528.8164245039,0,NA
1,3,0,0,40,4,5,0,0,0,6,0,1,74500.8803452317,-92547.485300988,0,NA
2,5,0,0,26,4,52,93,2,19,23,0,3,76712.0980672835,-92602.7575697573,0,NA
3,3,0,0,30,5,52,57,4,31,8,0,3,85593.3029138089,-92528.5032174429,0,NA
5,3,1,3,65,3,59,65,11,64,117,1,1,85414.6918549081,-92436.0409970088,0,NA
4,2,2,2,32,4,111,100,6,45,75,0,2,75426.0427453705,-92743.0169884246,0,NA
1,7,0,0,17,5,13,5,0,1,34,0,3,90569.2162886188,-92490.3620082466,0,NA
2,6,0,0,24,5,56,120,2,26,30,0,2,90642.8778397615,-92546.1474313559,0,NA
4,2,3,2,37,5,60,100,7,41,54,0,2,74142.0154267947,-92701.0621379446,1,NA
4,1,3,2,24,4,109,127,5,36,43,0,3,77147.282572859,-92492.7804004429,1,NA
1,3,0,0,17,5,21,10,0,3,15,0,3,77384.8180330919,-92608.2157212067,0,NA
4,1,3,2,23,4,116,100,6,34,35,1,3,77689.2401212809,-92670.9933434939,1,NA
3,4,0,0,25,4,70,150,3,25,16,0,2,77865.2400384141,-92680.4616841003,0,NA
4,1,1,2,26,4,113,47,5,39,29,1,2,77107.6836647399,-92778.2034132499,1,NA
0,0,0,0,0,5,0,11,0,0,0,0,2,76505.205919577,-92800.1799656125,0,NA
5,1,1,1,48,4,65,33,10,56,47,0,2,101685.219625376,-92733.2701564282,0,NA
5,2,0,0,48,3,64,60,9,56,30,0,1,107305.08723874,-92935.7392976601,0,NA
5,5,0,0,67,3,41,116,10,57,122,1,1,94626.2552133924,-92784.2229526071,0,NA
1,4,0,0,16,5,21,3,0,3,14,0,3,85956.0134005235,-93292.5695707845,0,NA
4,4,2,1,60,3,49,123,7,59,137,1,1,92842.2774843308,-92858.5208096635,0,NA
1,8,0,0,18,5,29,15,0,3,36,0,3,92520.8444936867,-93081.0040919958,0,NA
1,4,0,0,17,5,16,20,0,2,19,1,3,91414.7027623472,-92913.2589094229,0,NA
1,1,0,0,17,5,20,0,0,2,5,0,3,91385.9449915734,-92838.2912827544,0,NA
5,1,0,0,61,4,62,50,10,71,70,3,2,81972.2029175691,-92935.2020115778,0,NA
4,2,0,0,39,4,51,75,6,39,67,0,0,111933.865525831,-93234.4594602399,0,NA
5,6,1,1,58,3,76,107,9,69,267,1,1,93175.7227218476,-93251.2925036093,0,NA
2,2,0,0,28,5,40,75,2,20,10,1,3,75593.3667387285,-93204.7494508326,0,NA
4,2,2,2,32,4,111,100,6,45,75,0,2,75368.3144381674,-93009.0599760851,0,NA
5,3,1,2,42,3,62,70,9,50,78,0,1,112073.51975848,-93254.8307737075,0,NA
1,2,0,0,35,5,13,19,0,4,6,0,3,74684.6798477977,-93706.4440779388,0,NA
2,4,0,0,33,5,51,103,2,29,18,0,2,74225.2198167423,-93458.4571157023,0,NA
2,7,0,0,61,3,14,46,2,22,35,1,1,91380.1893908582,-93159.8557436727,0,NA
4,3,1,3,29,4,58,40,7,32,31,1,2,105832.560956626,-93064.5026639756,0,NA
4,1,1,3,29,4,58,40,7,32,31,1,2,105578.560333845,-93146.7061535157,0,NA
4,2,1,3,27,4,157,105,6,40,82,0,1,105423.791552296,-93090.5672387518,0,NA
2,4,0,0,28,4,37,54,2,20,12,0,2,72633.8494407387,-93048.0595265329,0,NA
1,4,0,0,16,5,21,3,0,3,14,0,3,85735.7303381159,-93671.4663349083,0,NA
5,3,1,1,46,5,67,67,9,56,120,1,3,74459.4698772356,-93162.8152611079,0,NA
4,1,1,3,40,4,54,42,5,43,32,0,2,73431.8609407417,-93333.1392559092,0,NA
4,1,3,1,37,5,61,62,6,40,60,0,3,73961.2788723562,-93302.5811468698,0,NA
4,1,2,5,35,4,57,80,6,41,29,0,2,72898.0005478276,-93451.2109243413,0,NA
1,5,0,0,20,5,18,84,0,3,24,1,2,83568.7182671065,-93676.891802405,0,NA
4,3,1,2,63,3,62,90,8,67,120,1,2,92829.9842155127,-93279.8099927194,0,NA
2,7,0,0,17,5,99,50,2,26,24,0,3,84942.0514693353,-93525.5369922919,0,NA
2,6,0,0,19,5,53,30,2,20,23,0,2,85088.1215938609,-93809.6721724197,0,NA
4,5,1,2,59,3,34,105,8,46,163,1,1,93966.0758049568,-93248.1766540632,0,NA
1,2,0,0,18,5,18,15,0,3,4,0,3,82294.9131199569,-93982.7288952786,0,NA
4,2,3,3,38,5,81,78,6,44,31,0,2,86281.3193671735,-93387.9935402526,0,NA
1,3,0,0,36,5,11,70,0,4,11,0,3,74287.9847549255,-93918.9797431855,0,NA
3,2,0,0,19,5,86,35,4,27,5,0,3,83913.7920975657,-93238.0612814687,0,NA
1,7,0,0,20,5,16,45,0,3,22,0,2,83958.2200647761,-93647.1077973638,0,NA
2,7,0,0,17,5,99,50,2,26,24,0,3,84765.6289399365,-93616.1937646177,0,NA
5,3,1,1,62,3,70,66,10,65,100,1,1,92421.1475380641,-93462.5594434179,0,NA
2,7,0,0,20,5,65,65,2,24,30,0,3,85593.1565334716,-93447.3305838658,0,NA
3,5,0,0,20,4,53,85,3,18,24,0,3,111852.917977509,-93462.8321861699,0,NA
1,6,0,0,14,5,29,10,0,3,29,0,3,91835.9558136738,-93541.125293104,0,NA
5,6,1,1,30,5,100,146,14,45,227,0,3,102326.731416123,-93417.0405209297,0,NA
1,3,0,0,23,4,23,32,0,3,8,0,2,72288.5346540962,-94041.079136882,0,NA
4,1,3,3,30,5,65,127,5,37,43,0,0,92067.6549569509,-93567.7590150097,0,NA
2,3,0,0,16,5,87,40,2,22,11,0,3,82655.6433759927,-93976.4929481847,0,NA
5,4,1,1,59,3,45,85,10,55,172,1,3,94019.0713986073,-93593.680324371,0,NA
4,5,3,2,58,3,58,150,8,62,180,1,0,93666.3926821489,-93704.1956170509,0,NA
5,6,1,3,70,3,64,120,11,69,240,1,2,91561.0574944476,-93683.3732045209,0,NA
4,1,2,2,23,5,122,73,5,36,18,1,1,83973.9326803949,-94098.6812466243,0,NA
5,5,0,0,67,3,41,116,10,57,122,1,1,93872.1345645434,-93748.1803542338,0,NA
0,0,0,0,0,5,0,10,0,0,0,0,2,84027.3655526075,-93811.6824729694,0,NA
4,2,1,3,38,5,55,107,6,40,110,0,1,94138.5981516238,-93745.9385079527,0,NA
4,3,2,2,41,4,72,180,5,51,170,0,1,93517.3638455663,-93811.1970143849,0,NA
4,1,2,2,49,4,54,40,8,45,30,0,2,107525.922171786,-93798.1594653474,0,NA
4,5,0,0,36,5,66,133,7,46,200,0,1,74629.2368249768,-94099.3996064579,0,NA
4,1,3,2,23,5,114,98,5,34,72,1,3,86028.2815553045,-94151.8684189944,0,NA
1,4,0,0,16,5,21,3,0,3,14,0,3,86580.6366230602,-94173.0101233302,0,NA
2,5,0,0,18,5,60,100,2,20,17,0,3,85579.9550470344,-94139.4063765593,0,NA
4,2,3,2,43,5,60,110,6,46,91,1,1,84000.871613268,-94056.2408578573,0,NA
1,9,0,0,12,5,35,0,0,2,34,0,3,84764.1907730337,-94179.4108898388,0,NA
5,4,1,1,54,4,62,92,10,62,133,0,3,101757.339703572,-94099.0537886946,0,NA
4,4,1,2,44,4,55,127,7,50,143,0,1,101451.045169959,-94111.1803770736,0,NA
1,6,0,0,18,5,22,40,0,2,21,0,2,83698.6104494865,-94233.2238960136,0,NA
1,9,0,0,12,5,35,0,0,2,34,0,3,84907.8402992595,-94214.1126014218,0,NA
1,8,0,0,17,5,18,40,0,3,38,1,3,86084.1553345058,-94135.0664879121,1,NA
1,4,0,0,23,5,15,7,0,3,22,0,2,91595.8622109752,-94144.1089513749,0,NA
2,6,0,0,26,5,40,137,2,19,27,0,2,91537.7095866773,-94254.1603714656,0,NA
1,5,0,0,23,5,14,17,0,4,24,1,3,85838.8812110933,-94279.9172329754,1,NA
1,8,0,0,15,5,16,3,0,2,35,1,3,86245.8140268768,-94299.6335396469,0,NA
4,3,2,1,53,3,53,113,7,54,69,0,0,96618.7779492767,-94298.1477370476,0,NA
4,3,2,2,34,4,52,112,6,35,145,0,2,97089.4086748409,-94396.8932871902,0,NA
4,3,1,1,27,4,96,100,7,38,137,1,2,97439.9914880186,-94461.5192462709,1,NA
4,1,2,3,34,4,50,76,6,34,49,0,3,97610.1486224136,-94401.8852564394,0,NA
4,1,3,1,34,5,63,40,6,41,25,0,2,94922.1354327582,-94410.7049802877,0,NA
1,4,0,0,34,4,23,16,0,10,20,0,2,97273.0480867627,-94464.5283462312,0,NA
5,5,1,1,57,3,55,93,11,59,106,1,2,96957.8465933886,-94468.672036225,0,NA
3,1,0,0,31,5,60,52,4,34,5,0,1,95152.0716515482,-94569.2983905235,0,NA
3,3,0,0,25,5,77,90,4,33,13,1,1,90127.4249162383,-94399.8635164965,0,NA
3,2,0,0,34,5,43,39,4,24,8,0,3,86688.4769031647,-94944.6831112392,0,NA
1,8,0,0,15,5,16,3,0,2,35,1,3,86560.8650682207,-94490.385500703,0,NA
1,3,0,0,20,5,22,13,0,2,12,0,3,85765.3467501513,-94560.0648967223,0,NA
4,1,1,6,23,5,114,108,5,34,37,0,3,85920.1956474103,-94497.4396615783,1,NA
1,8,0,0,15,5,16,3,0,2,35,1,3,86131.2735828171,-94901.620867637,0,NA
4,1,1,2,39,5,71,56,5,47,46,0,2,83686.4555941685,-94649.6349610686,0,NA
4,1,1,3,26,5,95,75,5,36,35,0,1,83531.6978696599,-94604.8016393883,0,NA
1,5,0,0,18,5,17,40,0,3,21,0,2,83452.2925944032,-94499.5595694957,0,NA
5,1,1,1,23,5,116,44,10,36,33,0,2,112463.426314384,-94678.2953874953,0,NA
2,3,0,0,18,5,122,70,1,8,15,0,3,110186.423613148,-94744.4998467527,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,3,90320.2345492377,-94598.6091354312,0,NA
1,5,0,0,20,5,6,23,0,1,25,3,3,85763.8560491873,-94718.0625549816,1,NA
4,3,3,2,39,4,102,90,7,59,113,0,2,91635.613429733,-94805.9747315673,0,NA
1,8,0,0,15,5,16,3,0,2,35,1,3,86548.4093966096,-94755.0199521249,0,NA
1,5,0,0,17,5,17,17,0,2,22,0,3,85383.457633839,-94813.8292962322,0,NA
2,4,0,0,13,5,97,15,2,18,19,0,2,53313.3972677589,-95098.4480647994,0,NA
1,3,0,0,10,5,44,0,0,14,14,0,2,52664.3272919282,-94928.3924909309,0,NA
1,3,0,0,10,5,44,0,0,14,14,0,2,52914.2758690308,-95041.1639185501,0,NA
4,3,1,2,28,5,168,117,6,42,140,1,2,112395.423546511,-94863.4331375435,1,NA
4,1,3,2,43,4,51,62,6,43,32,1,2,73962.8078907425,-95199.4658552706,0,NA
3,2,0,0,34,5,43,39,4,24,8,0,3,86217.1238967407,-95154.4244272448,0,NA
1,6,0,0,24,5,13,50,0,2,24,0,3,85643.793238144,-95308.7462263759,0,NA
1,4,0,0,22,5,8,23,0,2,12,0,3,85687.3844774489,-94993.445147424,0,NA
4,4,0,0,52,3,54,87,8,54,110,1,0,94921.2943266092,-95036.0892319269,0,NA
2,4,0,0,13,5,97,15,2,18,19,0,2,52556.6894894105,-95076.4202306988,0,NA
1,2,0,0,34,4,1,0,0,1,9,0,2,73838.441202793,-95172.4521258846,0,NA
3,4,0,0,19,5,154,110,4,29,20,0,2,53287.4408533019,-95418.1216101935,0,NA
4,1,1,2,54,4,39,18,8,50,30,0,2,90931.7795952322,-95341.7074287189,0,NA
4,1,1,5,26,5,133,90,6,42,40,0,3,85481.8920412082,-95372.4483414069,1,NA
1,5,0,0,29,4,14,62,0,4,25,0,3,73806.6543694221,-95413.4255261309,0,NA
1,4,0,0,21,5,14,38,0,2,16,0,3,86652.4076943785,-95734.9408707069,0,NA
3,2,0,0,34,5,43,39,4,24,8,0,3,86390.9278200446,-95502.4754979508,0,NA
4,2,3,3,33,5,64,147,5,37,90,0,1,85528.691041723,-95717.9675122406,0,NA
1,5,0,0,18,5,13,20,0,3,26,1,3,87130.908295913,-95477.1520538768,0,NA
4,2,3,3,24,4,148,163,5,40,83,0,2,53079.1885869738,-95518.7245123358,0,NA
2,5,0,0,18,5,45,85,2,14,25,0,2,52909.455579162,-95546.6033568326,0,NA
1,4,0,0,21,5,14,38,0,2,16,0,3,86391.9029583583,-95693.4624335989,0,NA
2,3,0,0,12,5,81,10,2,19,15,0,1,38179.3242427057,-95756.2325363373,0,NA
4,3,0,0,46,4,60,80,7,51,160,1,0,91232.7520124231,-95782.8765163803,1,NA
4,1,2,2,33,4,42,112,5,35,32,0,2,74300.2135856194,-95890.5363718774,0,NA
4,3,2,2,35,5,51,110,6,38,47,2,0,86236.9281654467,-95853.0867885975,0,NA
1,2,0,0,15,5,34,0,0,4,8,0,1,38160.8057150451,-96037.2049452001,0,NA
4,2,3,3,33,5,57,147,5,37,90,0,1,85319.2419030181,-96027.4319263473,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,3,85859.4145894757,-96026.9148709336,0,NA
4,3,3,2,36,5,62,127,5,43,91,0,2,86584.1653153471,-96063.0082173059,1,NA
2,3,0,0,12,5,81,10,2,19,15,0,1,38120.5521045698,-96297.7355357958,0,NA
5,2,3,1,68,4,50,83,10,67,60,1,1,86291.6323368598,-96043.75723885,0,NA
4,3,3,2,36,5,62,127,5,43,97,0,2,85997.4727630761,-96273.6429884499,1,NA
4,2,2,3,55,3,46,190,6,47,34,0,0,42023.9679713431,-96296.3763002008,0,NA
2,3,0,0,17,5,105,63,2,26,15,0,2,39100.8357509964,-96269.2008187938,0,NA
4,3,1,4,31,4,73,108,6,39,116,1,2,89567.8317977138,-96353.49465393,0,NA
1,4,0,0,10,5,24,15,0,4,21,0,1,36931.919730624,-96674.6732426574,0,NA
2,3,0,0,12,5,81,10,2,19,15,0,1,38154.7768078778,-96631.4869136708,0,NA
2,3,0,0,12,5,81,10,2,19,15,0,1,38575.3346347382,-96708.7520314064,0,NA
1,2,0,0,15,5,34,0,0,4,8,0,1,38827.5438349064,-96605.234802098,0,NA
2,2,0,0,18,5,85,50,2,21,8,2,3,36966.570085164,-96637.2499577636,1,NA
3,2,0,0,20,5,123,95,4,30,9,0,2,38783.8940249875,-96809.9831888136,0,NA
4,5,1,1,37,4,85,130,7,50,233,2,2,88991.5613361304,-96675.7783108009,0,NA
1,4,0,0,10,5,36,15,0,2,20,0,2,38493.6236884449,-96967.6853297744,0,NA
4,3,1,3,35,4,90,109,7,48,82,1,2,45511.2875269966,-97123.0359745398,0,NA
4,1,1,2,46,5,56,30,6,46,36,0,3,109866.252614629,-97071.5884455442,0,NA
4,1,1,1,15,5,117,42,8,23,25,0,2,109987.829841602,-97222.7393562198,0,NA
1,1,0,0,21,5,124,35,0,4,6,0,2,110126.546343181,-97112.8069751943,1,NA
1,2,0,0,37,5,13,52,0,2,8,0,2,38758.921123701,-97143.8618666688,0,NA
4,3,2,1,51,4,51,127,8,45,67,0,1,38689.6890167236,-97102.2151549608,0,NA
3,3,0,0,26,5,86,90,4,33,9,1,3,47053.1911950738,-97654.7527820412,0,NA
1,1,0,0,22,5,35,15,0,6,4,1,3,110102.877765379,-97537.0436066417,1,NA
4,2,3,2,65,3,33,135,6,38,66,0,2,106140.079369685,-97940.713787742,0,NA
4,2,1,1,26,4,121,86,6,39,43,0,1,106458.188865347,-97638.8453338379,0,NA
3,1,0,0,15,4,130,40,4,20,4,0,2,106546.807392576,-97644.6602438921,0,NA
4,2,3,1,25,4,118,103,5,38,78,0,1,96280.9985770967,-97632.7454766249,0,NA
1,3,0,0,22,5,143,62,0,6,16,1,2,109740.523781449,-97693.7426654696,1,NA
3,1,0,0,26,5,42,69,4,22,5,0,3,47706.0454765612,-97788.5395134306,0,NA
1,1,0,0,22,5,25,35,0,6,3,1,1,110072.479642824,-97729.8442307794,1,NA
5,5,1,3,75,4,49,150,10,74,187,1,0,77760.0676520608,-97878.900094402,0,NA
4,2,2,2,34,4,76,30,7,43,21,0,1,106198.940070719,-98009.7734210268,0,NA
1,2,0,0,28,4,23,0,0,3,6,0,2,106831.683014144,-98099.5078765461,0,NA
4,1,1,2,44,3,44,30,6,40,28,1,3,58983.4511841314,-98031.6517523639,0,NA
3,1,0,0,26,5,42,69,4,22,5,0,3,47714.0377207809,-98203.1575134685,0,NA
3,3,0,0,26,5,86,90,4,33,9,0,3,46863.5123399533,-98617.6117785964,0,NA
4,1,3,1,34,5,46,64,5,33,21,0,3,39151.126107334,-98145.4242325006,1,NA
0,0,0,0,0,3,0,0,0,0,0,0,0,39585.9909145287,-98866.6516773729,0,NA
1,9,0,0,52,3,1,30,0,4,45,0,1,39734.7813383028,-98190.6353604225,0,NA
4,1,0,0,27,5,110,43,5,40,60,1,1,87578.5421120711,-98121.5852134312,0,NA
4,3,1,2,32,5,100,150,6,46,110,0,3,46539.7559470878,-98532.0773591623,0,NA
4,2,1,3,23,5,122,102,6,35,90,0,2,109168.857825153,-98343.7499540802,1,NA
1,3,0,0,26,5,12,12,0,1,13,0,3,58569.0294468392,-99032.9932896541,0,NA
4,2,1,3,32,5,97,76,6,47,80,1,2,87084.8888823634,-98473.6191688236,0,NA
1,2,0,0,22,5,22,13,0,7,5,0,3,109270.735080144,-98476.0404657517,0,NA
4,2,1,1,33,5,79,68,7,43,83,2,3,39666.5992611522,-98647.0315148495,1,NA
1,4,0,0,16,5,12,10,0,3,19,1,3,39387.3579771185,-98486.2006081212,1,NA
4,3,1,2,32,5,100,150,6,46,110,1,3,46240.7866869245,-98565.0410050927,0,NA
4,2,1,2,38,5,61,108,5,40,62,0,2,45699.0671895252,-99260.3488665074,0,NA
4,1,1,2,34,5,68,55,6,42,28,1,3,39291.7265466471,-98582.1851281384,1,NA
3,3,0,0,32,5,61,100,4,36,13,0,2,45038.2558723645,-99099.6674171584,0,NA
3,4,0,0,19,5,149,65,4,30,22,1,2,86728.6068941738,-98903.9734352473,0,NA
2,4,0,0,68,3,8,13,1,14,22,0,1,87152.2528249602,-98819.2439345606,0,NA
4,3,1,1,56,3,55,53,8,58,120,0,0,109322.941164846,-98550.7232849021,0,NA
5,5,0,0,66,3,58,102,11,71,136,1,1,97003.0241031236,-98917.7886487497,0,NA
4,1,3,1,23,5,187,100,5,39,75,1,2,86767.7338310549,-98645.6019688258,0,NA
4,3,2,2,51,4,42,103,8,45,80,0,2,76910.7949150457,-98625.7977301804,1,NA
5,5,0,0,54,3,61,110,11,60,203,1,0,106642.425669875,-98702.9965213118,0,NA
1,3,0,0,21,5,30,13,0,7,14,0,2,96953.0896491758,-98749.6174238734,0,NA
3,3,0,0,22,5,152,87,4,34,17,1,3,86560.620089424,-98775.9916116595,0,NA
1,7,0,0,27,5,13,6,0,2,29,0,3,62176.413718632,-98895.7877989635,0,NA
1,8,0,0,36,4,19,20,0,7,15,0,1,106665.745322345,-98893.8294881694,0,NA
1,5,0,0,15,5,103,50,0,3,27,0,2,48545.5085899194,-99166.5239448547,0,NA
4,4,3,2,36,4,62,140,6,41,190,0,0,106664.051304215,-98842.8703983203,0,NA
5,6,0,0,70,3,45,145,10,66,171,0,1,94418.8878635254,-99004.8505401071,0,NA
3,4,0,0,19,5,165,65,4,30,22,1,2,86274.7949510195,-99032.9446843294,0,NA
3,3,0,0,22,5,152,87,4,34,17,1,3,86314.5535841631,-98850.603116083,0,NA
4,1,3,3,24,4,130,93,5,32,30,0,2,96716.2364946703,-98929.5776256593,0,NA
4,3,3,1,38,4,78,107,6,49,123,0,1,87498.9095733712,-98894.0548387505,0,NA
3,3,0,0,26,5,86,90,4,33,9,1,3,46300.0616069116,-99068.6867350806,0,NA
4,1,1,3,26,5,94,60,6,37,32,0,3,78267.1362978167,-99030.0630078791,1,NA
1,1,0,0,25,5,21,23,0,5,3,1,2,78074.1645956901,-98996.5443924405,1,NA
1,5,0,0,27,5,24,80,0,5,25,1,3,78374.1457614502,-99155.9091712758,1,NA
4,2,3,4,29,4,92,106,7,40,83,0,3,67309.3592165304,-99092.1066975342,0,NA
1,5,0,0,15,5,103,50,0,3,27,0,2,47838.3714150167,-99428.3990511727,0,NA
4,2,3,2,27,5,137,130,5,42,113,1,3,87255.1961511744,-99143.0489081042,0,NA
4,1,1,4,25,5,103,75,5,36,60,1,2,78173.3575111697,-99187.2911317926,1,NA
3,4,0,0,18,5,160,150,4,29,18,0,3,48644.5861187959,-99417.851593961,0,NA
1,6,0,0,36,5,33,3,0,5,25,0,2,87879.7250181649,-99404.8301096903,0,NA
4,2,2,1,39,5,50,110,6,39,50,0,1,38397.3148282893,-99447.0538624115,0,NA
4,3,2,2,69,3,49,112,8,65,92,2,1,38439.6942592094,-99286.8744060388,0,NA
4,4,2,1,65,3,53,140,7,59,95,0,1,38630.5266044652,-99284.0126353055,0,NA
4,2,1,3,26,5,97,117,6,39,85,1,2,78903.992746605,-99592.9701318126,1,NA
1,5,0,0,27,5,24,80,0,5,25,1,3,78663.4013404534,-99545.7708990304,1,NA
1,5,0,0,27,5,24,80,0,5,25,1,3,78271.5224090538,-99394.1417966904,1,NA
4,1,1,4,25,5,103,75,5,36,60,1,2,77910.3041181682,-99520.2950219763,1,NA
4,2,3,1,34,5,68,77,5,41,51,0,3,49290.295974115,-99467.9512148788,1,NA
1,6,0,0,19,5,34,27,0,4,30,1,3,78551.5492884116,-99466.2773175128,1,NA
4,1,1,2,24,4,118,66,6,36,42,0,2,77157.8553829551,-99473.034535856,1,NA
1,2,0,0,13,5,29,40,0,3,10,0,2,48984.9713515186,-99446.8615996195,0,NA
1,6,0,0,19,5,34,27,0,4,30,1,3,78136.8310725644,-99523.6746427827,1,NA
4,2,1,2,38,5,61,108,5,40,62,0,2,46393.6190042985,-99494.2639086125,0,NA
5,7,0,0,57,3,71,113,10,66,110,0,1,49470.8317263714,-99504.0425317874,0,NA
2,3,0,0,32,5,38,93,2,16,17,0,3,58277.188563408,-99516.2929723123,0,NA
5,1,1,2,68,3,37,50,10,49,33,1,2,69971.5667326779,-99769.3938967157,0,NA
1,3,0,0,19,5,18,27,0,3,13,0,2,77848.3542644241,-99688.5790094659,1,NA
4,4,1,2,44,4,65,100,6,50,202,0,2,68625.1026742516,-99518.2278371593,0,NA
1,4,0,0,23,5,16,72,0,4,21,1,2,77137.7158336603,-99710.4898042446,1,NA
0,0,0,0,0,5,0,23,0,0,0,0,3,77018.548862234,-99610.2363650994,0,NA
4,4,1,3,40,4,58,135,6,45,177,0,1,77354.3403864641,-99769.3070417568,0,NA
1,6,0,0,13,5,19,15,0,1,22,1,1,37358.1547042123,-99713.2376180943,1,NA
3,3,0,0,17,5,127,71,4,26,13,0,1,35315.2931342654,-99998.3384961495,1,NA
4,1,1,3,17,5,122,75,7,26,33,0,1,35238.4676802035,-99732.8288541753,0,NA
4,2,1,3,27,4,108,97,5,39,64,1,1,76944.5289855505,-99687.3287258232,1,NA
1,5,0,0,15,5,103,50,0,3,27,0,2,47706.115985219,-99777.2382319691,0,NA
3,3,0,0,32,5,61,100,4,36,13,0,2,44959.3040492139,-100078.595065229,0,NA
4,2,1,2,38,5,61,108,5,40,62,0,2,45387.3365003972,-100052.364654321,0,NA
4,2,3,1,36,4,67,157,6,45,83,0,1,36829.9707682756,-99708.1022991864,0,NA
0,0,0,0,0,5,0,23,0,0,0,0,2,40550.9213505549,-99773.3972439971,0,NA
1,3,0,0,40,4,20,15,0,10,8,0,2,69008.7253627715,-99686.5241126614,0,NA
1,5,0,0,27,5,24,80,0,5,25,1,3,78284.7310134061,-99700.9220988173,1,NA
4,4,1,4,27,4,155,157,5,44,182,0,2,77548.8668550134,-99897.3658050131,0,NA
4,2,1,3,27,4,108,97,5,39,80,1,1,76743.7667392626,-99780.8030905956,1,NA
1,2,0,0,32,5,22,22,0,4,6,0,2,76681.0702915011,-100040.646690791,0,NA
1,4,0,0,27,4,25,70,0,4,20,1,2,76375.6182384296,-99829.3673764123,1,NA
3,4,0,0,18,5,160,150,4,29,18,0,3,47904.1246447457,-99912.8185547944,0,NA
5,3,2,2,47,4,71,123,9,57,144,1,0,76128.7293825998,-99894.0737333531,1,NA
1,7,0,0,26,5,14,62,0,2,37,0,2,76079.5170373936,-99808.59992518,1,NA
1,5,0,0,24,4,17,108,0,4,25,1,3,77232.4269899955,-100064.291046118,1,NA
0,0,0,0,0,5,0,0,0,0,0,0,3,76170.1925502373,-99928.3431405118,0,NA
0,0,0,0,0,5,0,50,0,0,0,0,2,37438.0551300898,-99856.5058820723,0,NA
2,3,0,0,27,5,32,77,2,16,11,0,2,47519.6169536941,-100358.552819775,0,NA
1,2,0,0,32,5,22,22,0,4,6,0,2,77021.4954467065,-99960.3562845755,0,NA
1,9,0,0,20,5,24,80,0,3,50,2,3,77915.9499154171,-100261.63078699,1,NA
1,5,0,0,24,5,30,113,0,0,23,1,2,76354.1565609263,-100121.354706076,1,NA
1,1,0,0,23,5,17,47,0,2,6,1,3,78359.1408762357,-99975.5465447502,1,NA
1,9,0,0,54,3,1,30,0,4,45,0,1,36873.0923746842,-99957.5808819709,0,NA
0,0,0,0,0,5,0,0,0,0,0,0,2,36852.1936224571,-100180.826986966,0,NA
4,1,1,5,32,4,60,93,5,37,68,0,2,77042.0065066781,-100177.310173833,1,NA
1,9,0,0,53,3,1,40,0,4,45,0,0,37035.9724780794,-100094.503671469,0,NA
1,5,0,0,20,5,27,63,0,2,17,1,2,78345.8293312801,-100154.942803434,1,NA
1,1,0,0,23,5,17,47,0,2,6,1,3,78623.9938157335,-100022.700301724,1,NA
2,4,0,0,27,5,32,23,2,19,19,0,3,83901.399070571,-100111.499268166,0,NA
